stimulus_image,correct_response,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,guide.started,instructions.started,ins_resp.started,guide.stopped,ins_resp.keys,ins_resp.rt,ins_resp.duration,trial.started,fixation.started,image.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.008952999996836297,0.02494200000364799,0.02494200000364799,2.0105487999971956,space,1.9782250999996904,None,,,,,,,,,,,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
fear_lower_blur.jpg,f,0,0,0,3,2.027464400001918,,,,,,,,,2.0168610000037006,2.027464400001918,3.0790374999996857,3.0790374999996857,3.0835029000008944,3.6726928999996744,f,1,0.582887299999129,None,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
surprise_upper_blur.jpg,s,0,1,1,4,3.6881955999997444,,,,,,,,,3.673635600003763,3.6881955999997444,4.687058199997409,4.687058199997409,4.703402799998003,5.187798899998597,s,1,0.49309250000078464,None,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
surprise_lower_blur.jpg,s,0,2,2,5,5.2029627000010805,,,,,,,,,5.188475000002654,5.2029627000010805,6.202137699998275,6.202137699998275,6.219377200002782,6.852585400003591,s,1,0.6379400000005262,None,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
fear_upper_blur.jpg,f,0,3,3,2,6.868082200002391,,,,,,,,,6.853064299997641,6.868082200002391,7.867048699998122,7.867048699998122,7.883370199997444,8.568225800001528,f,1,0.6991172000052757,None,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
surprise.jpg,s,0,4,4,1,8.583383299999696,,,,,,,,,8.56902490000357,8.583383299999696,9.58202270000038,9.58202270000038,9.59900970000308,10.083327000000281,s,1,0.49997589999838965,None,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
fear.jpg,f,0,5,5,0,10.098429500001657,,,,,,,,,10.08409709999978,10.098429500001657,11.097511599997233,11.097511599997233,11.113838099998247,11.582317400003376,f,1,0.48241950000374345,None,597651,001,2025-03-23_12h11.51.181,416_EXPERIMENT_PSYCHOPY_AU2220019_AU2220225,2024.1.5,None,2025-03-23 12h11.58.445849 +0530,
